I-0,I-1,Desired,O-0,Actual,Correct
0.739761,0.845931,1,0.999538,1,1
0.280474,0.275345,0,0.00226935,0,1
0.438209,0.521935,1,0.784507,1,1
0.498338,0.470578,1,0.860036,1,1
0.508666,0.829923,1,0.997099,1,1
0.587057,0.735115,1,0.997506,1,1
0.458267,0.366424,0,0.351225,0,1
0.441113,0.325906,0,0.160249,0,1
0.639029,0.597552,1,0.996008,1,1
0.480009,0.573987,1,0.944422,1,1
0.829366,0.597303,1,0.99928,1,1
0.170434,0.203755,0,0.000127986,0,1
0.315226,0.11545,0,0.000524071,0,1
0.174113,0.230551,0,0.000180697,0,1
0.812855,0.473064,1,0.998434,1,1
0.712544,0.834149,1,0.999447,1,1
0.444105,0.369904,0,0.291906,0,1
0.478236,0.52621,0,0.897799,1,0
0.399158,0.377013,0,0.139076,0,1
0.82797,0.517758,1,0.998933,1,1
0.416733,0.416239,0,0.312458,0,1
0.22285,0.367369,0,0.00254034,0,1
0.551108,0.422056,1,0.901357,1,1
0.520346,0.582886,1,0.974868,1,1
0.638852,0.887344,1,0.999312,1,1
0.262145,0.272859,0,0.00150743,0,1
0.179965,0.101405,0,5.42594e-05,0,1
0.529832,0.50006,1,0.943958,1,1
0.610993,0.634093,1,0.995852,1,1
0.469481,0.672374,1,0.978654,1,1
0.312256,0.231297,0,0.00234612,0,1
0.570634,0.744462,1,0.99722,1,1
0.311547,0.197291,0,0.00143636,0,1
0.133577,0.131224,0,3.9285e-05,0,1
0.379255,0.376964,0,0.0918168,0,1
0.564982,0.807352,1,0.998105,1,1
0.327726,0.231496,0,0.00325584,0,1
0.294969,0.0800372,0,0.000239981,0,1
0.6791,0.750527,1,0.99901,1,1
0.331028,0.272213,0,0.00637937,0,1
0.641268,0.703645,1,0.998207,1,1
0.934331,0.749085,1,0.999714,1,1
0.0721853,0.16607,0,2.56591e-05,0,1
0.381449,0.415145,0,0.164068,0,1
0.276684,0.245565,0,0.00138637,0,1
0.29047,0.235473,0,0.00159164,0,1
0.580718,0.604661,1,0.992014,1,1
0.489916,0.464463,1,0.825813,1,1
0.436303,0.386161,0,0.307853,0,1
0.507491,0.478284,1,0.891504,1,1
0.626995,0.411466,1,0.970323,1,1
0.283932,0.195949,0,0.000820795,0,1
0.478879,0.529889,1,0.90337,1,1
0.675465,0.750875,1,0.998984,1,1
0.450332,0.341268,0,0.232301,0,1
0.512899,0.769866,1,0.995549,1,1
0.620235,0.7814,1,0.998657,1,1
0.322806,0.274052,0,0.00547922,0,1
0.1832,0.347085,0,0.000869016,0,1
0.394703,0.378604,0,0.129865,0,1
0.50543,0.684007,1,0.989163,1,1
0.379765,0.291851,0,0.025599,0,1
0.4291,0.186404,0,0.0153298,0,1
0.745966,0.795172,1,0.999467,1,1
0.378125,0.290807,0,0.0242746,0,1
0.26414,0.283946,0,0.00183092,0,1
0.529145,0.401424,0,0.814472,1,0
0.59918,0.779113,1,0.998357,1,1
0.340669,0.34957,0,0.0257951,0,1
0.877083,0.539981,1,0.999318,1,1
0.355253,0.364286,0,0.0448719,0,1
0.491024,0.541423,0,0.932321,1,0
0.426729,0.427276,0,0.404747,-1,0
0.608976,0.593078,1,0.993942,1,1
0.36609,0.426878,0,0.14175,0,1
0.555452,0.556934,1,0.981066,1,1
0.654521,0.893758,1,0.99939,1,1
0.56219,0.586863,1,0.987556,1,1
0.515957,0.56295,1,0.96605,1,1
0.130186,0.229159,0,9.14966e-05,0,1
0.783599,0.50866,1,0.998361,1,1
0.292309,0.125517,0,0.000392663,0,1
0.252704,0.332767,0,0.00288902,0,1
0.146299,0.180885,0,7.19315e-05,0,1
0.50625,0.535059,1,0.944186,1,1
0.491401,0.410969,0,0.692564,1,0
0.379743,0.292994,0,0.0260414,0,1
0.382159,0.308853,0,0.0351041,0,1
0.25973,0.269578,0,0.00137285,0,1
0.219747,0.232192,0,0.000397652,0,1
0.113054,0.103046,0,2.49272e-05,0,1
0.521653,0.39158,0,0.764866,1,0
0.423471,0.270423,0,0.0492033,0,1
0.547451,0.658304,1,0.992363,1,1
0.436769,0.511345,1,0.751771,1,1
0.280474,0.305473,0,0.00350013,0,1
0.650222,0.74819,1,0.998738,1,1
0.638852,0.316609,1,0.92578,1,1
0.383998,0.449549,0,0.264802,0,1
0.436414,0.428022,0,0.461716,-1,0
0.66281,0.647964,1,0.997896,1,1
0.427083,0.2833,0,0.0647591,0,1
0.616401,0.640606,1,0.996313,1,1
0.11957,0.167313,0,4.48913e-05,0,1
0.409907,0.416687,0,0.280962,0,1
0.674357,0.841457,1,0.99933,1,1
0.720301,0.878246,1,0.999543,1,1
0.665824,0.663177,1,0.998155,1,1
0.304965,0.443483,0,0.0488233,0,1
0.293661,0.295878,0,0.00403122,0,1
0.410683,0.401971,0,0.239597,0,1
0.43996,0.285089,0,0.0879893,0,1
0.25379,0.224088,0,0.000668534,0,1
0.286392,0.221205,0,0.00120627,0,1
0.28668,0.249891,0,0.00180124,0,1
0.18637,0.106297,0,6.17028e-05,0,1
0.530541,0.371147,0,0.744978,1,0
0.139783,0.15205,0,5.07132e-05,0,1
0.290403,0.33386,0,0.00660088,0,1
0.655031,0.515472,1,0.993373,1,1
0.263231,0.240644,0,0.000994725,0,1
0.293196,0.300302,0,0.00425928,0,1
0.769504,0.566927,1,0.998693,1,1
0.691113,0.595215,1,0.997726,1,1
0.265071,0.139025,0,0.00028722,0,1
0.805363,0.626039,1,0.999259,1,1
0.872872,0.64687,1,0.999532,1,1
0.522651,0.320835,1,0.536171,-1,0
0.26281,0.281808,0,0.00172961,0,1
0.845457,0.674064,1,0.999511,1,1
0.464916,0.37587,0,0.422254,-1,0
0.664517,0.594867,1,0.996967,1,1
0.580718,0.535358,1,0.983978,1,1
0.126086,0.163883,0,4.72799e-05,0,1
0.550554,0.545599,1,0.97679,1,1
0.092398,0.183123,0,3.68529e-05,0,1
0.186348,0.142306,0,8.68107e-05,0,1
0.424091,0.471075,0,0.557201,-1,0
0.170656,0.0993219,0,4.72971e-05,0,1
0.742354,0.681273,1,0.99912,1,1
0.179012,0.247256,0,0.000236037,0,1
0.327593,0.296375,0,0.00851296,0,1
0.435683,0.350962,0,0.200498,0,1
0.618706,0.758481,1,0.998437,1,1
0.312256,0.259734,0,0.00353468,0,1
0.184774,0.0995307,0,5.68049e-05,0,1
0.255607,0.0926053,0,0.000146236,0,1
0.519437,0.650847,1,0.987698,1,1
0.343772,0.29021,0,0.0111079,0,1
0.637988,0.537645,1,0.993196,1,1
0.417332,0.496331,0,0.613517,1,0
0.774911,0.750179,1,0.999462,1,1
0.426995,0.379698,0,0.244416,0,1
0.704344,0.744014,1,0.999149,1,1
0.266667,0.264656,0,0.00147438,0,1
0.256206,0.279521,0,0.00146643,0,1
0.695878,0.364187,1,0.983639,1,1
0.279721,0.316162,0,0.00402668,0,1
0.532114,0.803623,1,0.997271,1,1
0.455075,0.658901,1,0.968474,1,1
0.528014,0.455813,0,0.90115,1,0
0.154699,0.0864207,0,3.49622e-05,0,1
0.50133,0.589051,1,0.967803,1,1
0.347296,0.370401,0,0.0412336,0,1
0.724313,0.511345,1,0.997064,1,1
0.630341,0.719156,1,0.998201,1,1
0.485151,0.633298,1,0.974487,1,1
0.0316268,0.104453,0,1.1633e-05,0,1
0.465293,0.489073,0,0.800847,1,0
0.436613,0.45984,0,0.583823,-1,0
0.33863,0.350962,0,0.02517,0,1
0.351064,0.329336,0,0.0238747,0,1
0.153014,0.161248,0,6.55608e-05,0,1
0.419215,0.37229,0,0.193381,0,1
0.354588,0.386807,0,0.0621883,0,1
0.329809,0.370252,0,0.0277681,0,1
0.449557,0.418576,1,0.499608,-1,0
0.523449,0.606103,1,0.981496,1,1
0.33156,0.248996,0,0.0045674,0,1
0.431582,0.442936,0,0.49182,-1,0
0.480563,0.299656,0,0.24012,0,1
0.885971,0.607545,1,0.999499,1,1
0.648582,0.597651,1,0.996438,1,1
0.39539,0.287277,0,0.0339349,0,1
0.374446,0.281659,0,0.019401,0,1
0.483178,0.522133,0,0.901672,1,0
0.464362,0.465358,0,0.736608,1,0
0.375598,0.230352,0,0.00906814,0,1
0.566955,0.824653,1,0.998337,1,1
0.447097,0.397993,0,0.407036,-1,0
0.416379,0.380643,0,0.204023,0,1
0.25789,0.20102,0,0.000537765,0,1
0.649579,0.712743,1,0.998434,1,1
0.378214,0.495287,0,0.392806,0,1
0.514672,0.541771,1,0.955534,1,1
0.167176,0.127342,0,5.79934e-05,0,1
0.786857,0.955157,1,0.999709,1,1
0.351707,0.246063,0,0.00678162,0,1
0.331494,0.0764676,0,0.000433222,0,1
0.456627,0.298861,0,0.151198,0,1
0.737566,0.865569,1,0.999561,1,1
0.615492,0.639512,1,0.99624,1,1
0.479145,0.398689,1,0.588583,-1,0
0.212168,0.258491,0,0.00047983,0,1
0.506605,0.686941,1,0.989654,1,1
0.0829787,0.163833,0,2.83903e-05,0,1
0.510306,0.618134,1,0.979969,1,1
0.321786,0.317752,0,0.0103541,0,1
0.463431,0.60486,1,0.948577,1,1
0.224047,0.212654,0,0.000338757,0,1
0.458488,0.623901,1,0.955286,1,1
0.538143,0.639065,1,0.9895,1,1
0.424557,0.215338,0,0.0216176,0,1
0.494925,0.415394,0,0.721899,1,0
0.301684,0.271915,0,0.00337089,0,1
0.65,0.426928,1,0.982806,1,1
0.251773,0.255359,0,0.000968726,0,1
0.504433,0.717367,1,0.992054,1,1
0.40902,0.470628,0,0.470926,-1,0
0.474136,0.366871,0,0.439524,-1,0
0.368728,0.268087,0,0.0138428,0,1
0.509885,0.573838,1,0.96681,1,1
0.726729,0.739739,1,0.999254,1,1
0.604588,0.709362,1,0.997506,1,1
0.348116,0.213449,0,0.00386392,0,1
0.37039,0.339578,0,0.0431655,0,1
0.797074,0.625393,1,0.999215,1,1
0.930053,0.768226,1,0.999722,1,1
0.473648,0.588156,1,0.947534,1,1
0.438808,0.560315,1,0.863768,1,1
0.402061,0.274997,0,0.0326482,0,1
0.257137,0.279422,0,0.00149206,0,1
0.368152,0.163336,0,0.00285294,0,1
0.287899,0.345345,0,0.00742471,0,1
0.525931,0.513831,1,0.949094,1,1
0.368905,0.288072,0,0.0189009,0,1
0.873227,0.667949,1,0.999563,1,1
0.45789,0.300501,0,0.15852,0,1
0.777194,0.532176,1,0.998498,1,1
0.683688,0.752118,1,0.999051,1,1
0.411591,0.426878,0,0.323023,0,1
0.779366,0.513035,1,0.998342,1,1
0.535638,0.613461,1,0.985852,1,1
0.773515,0.547836,1,0.998588,1,1
0.283444,0.347333,0,0.00693638,0,1
0.352704,0.438263,0,0.126441,0,1
0.516113,0.531778,1,0.951182,1,1
0.403834,0.24999,0,0.0231095,0,1
0.614628,0.671827,1,0.997049,1,1
0.642487,0.707473,1,0.998271,1,1
0.895058,0.708816,1,0.999644,1,1
0.409153,0.452134,0,0.401234,-1,0
0.477216,0.567126,1,0.936595,1,1
0.504477,0.513533,0,0.925338,1,0
0.635062,0.804667,1,0.998954,1,1
0.252615,0.367617,0,0.00479546,0,1
0.671742,0.705634,1,0.998656,1,1
0.281627,0.269578,0,0.00214174,0,1
0.2209,0.11802,0,0.000112529,0,1
0.424623,0.424591,0,0.383234,0,1
0.155319,0.0780684,0,3.29298e-05,0,1
0.545501,0.673965,1,0.993218,1,1
0.183555,0.13455,0,7.74199e-05,0,1
0.515115,0.572495,1,0.969147,1,1
0.521055,0.64692,1,0.987502,1,1
0.38012,0.167611,0,0.00391601,0,1
0.638985,0.653035,1,0.9974,1,1
0.20082,0.30249,0,0.00067927,0,1
0.400044,0.350117,0,0.0967787,0,1
0.534951,0.790647,1,0.997086,1,1
0.349091,0.274997,0,0.00991744,0,1
0.506649,0.336644,0,0.50679,-1,0
0.435949,0.465706,0,0.601691,1,0
0.387877,0.386957,0,0.126897,0,1
0.440802,0.569065,0,0.881608,1,0
0.640426,0.684952,1,0.997953,1,1
0.776906,0.710058,1,0.99938,1,1
0.190913,0.107212,0,6.61384e-05,0,1
0.227017,0.0506751,0,6.36412e-05,0,1
0.437434,0.313626,0,0.125686,0,1
0.612722,0.792934,1,0.998661,1,1
0.657801,0.544157,1,0.995044,1,1
0.700598,0.762111,1,0.999198,1,1
0.571831,0.728752,1,0.996912,1,1
0.514384,0.366523,1,0.657644,1,1
0.631117,0.545102,1,0.993028,1,1
0.66957,0.779312,1,0.999081,1,1
0.420191,0.367965,0,0.186274,0,1
0.44262,0.56648,1,0.881731,1,1
0.508932,0.590095,1,0.972001,1,1
0.656516,0.452432,1,0.988077,1,1
0.378901,0.334407,0,0.0482434,0,1
0.71445,0.680179,1,0.998909,1,1
0.624823,0.820924,1,0.998961,1,1
0.563564,0.569413,1,0.985403,1,1
0.661547,0.351907,1,0.967166,1,1
0.249003,0.262021,0,0.0010032,0,1
0.522695,0.611472,1,0.982326,1,1
0.525687,0.741031,1,0.995155,1,1
0.390669,0.475699,0,0.387956,0,1
0.29559,0.0864306,0,0.000261065,0,1
0.757602,0.380891,1,0.994266,1,1
0.266489,0.332916,0,0.00387789,0,1
0.617509,0.828929,1,0.998945,1,1
0.402926,0.514229,1,0.601795,1,1
0.229477,0.24482,0,0.000554414,0,1
0.135949,0.0935996,0,2.98375e-05,0,1
0.396321,0.572396,1,0.756159,1,1
0.682934,0.460287,1,0.992442,1,1
0.33555,0.353548,0,0.0244349,0,1
0.443506,0.252128,0,0.0581813,0,1
0.459486,0.351012,0,0.30404,0,1
0.347895,0.296971,0,0.0135094,0,1
0.559929,0.65214,1,0.99318,1,1
0.504566,0.71861,1,0.992161,1,1
0.40543,0.343704,0,0.098875,0,1
0.905053,0.675357,1,0.999626,1,1
0.861259,0.596806,1,0.999405,1,1
0.468816,0.480621,1,0.793253,1,1
0.444991,0.375075,0,0.313458,0,1
0.737766,0.844838,1,0.999532,1,1
0.547185,0.494044,1,0.955566,1,1
0.382957,0.35847,0,0.0757629,0,1
0.438874,0.212654,0,0.0286624,0,1
0.852859,0.747793,1,0.999622,1,1
0.712832,0.581196,1,0.997989,1,1
0.586857,0.821421,1,0.998583,1,1
0.256272,0.111701,0,0.000181865,0,1
0.284397,0.311985,0,0.00418671,0,1
0.280408,0.263811,0,0.00192569,0,1
0.862079,0.669938,1,0.999543,1,1
0.336104,0.342213,0,0.020777,0,1
0.123648,0.0827765,0,2.40365e-05,0,1
0.515359,0.564939,1,0.966483,1,1
0.751396,0.626835,1,0.998914,1,1
0.505519,0.426033,0,0.791657,1,0
0.320833,0.283498,0,0.00604328,0,1
0.553923,0.757537,1,0.996969,1,1
0.51066,0.374031,0,0.664475,1,0
0.686525,0.965696,1,0.999593,1,1
0.114096,0.0792368,0,2.12125e-05,0,1
0.605873,0.55599,1,0.991068,1,1
0.394969,0.427177,0,0.245887,0,1
0.125465,0.135048,0,3.67967e-05,0,1
0.859464,0.651543,1,0.999508,1,1
0.445368,0.334954,0,0.195921,0,1
0.300687,0.334009,0,0.00829684,0,1
0.431383,0.551068,1,0.827038,1,1
0.0794548,0.0872559,0,1.59624e-05,0,1
0.604122,0.530237,1,0.988175,1,1
0.532048,0.451935,1,0.903577,1,1
0.262278,0.304628,0,0.00235898,0,1
0.641445,0.851748,1,0.999208,1,1
0.594947,0.632452,1,0.994866,1,1
0.535594,0.552112,1,0.972384,1,1
0.633378,0.52094,1,0.991518,1,1
0.637744,0.513185,1,0.991409,1,1
0.479499,0.283797,1,0.19315,0,0
0.203746,0.090741,0,6.74783e-05,0,1
0.341024,0.303981,0,0.0128945,0,1
0.557181,0.406097,0,0.89257,1,0
0.802438,0.533817,1,0.998802,1,1
0.511015,0.45447,0,0.864188,1,0
0.641755,0.700811,1,0.998182,1,1
0.291733,0.29026,0,0.00356334,0,1
0.653214,0.762658,1,0.998864,1,1
0.967686,0.806556,1,0.999762,1,1
0.475576,0.625542,1,0.967289,1,1
0.345146,0.320785,0,0.018313,0,1
0.441777,0.465955,0,0.633026,1,0
0.1793,0.248847,0,0.000241525,0,1
0.635018,0.692061,1,0.997942,1,1
0.347961,0.239053,0,0.00562479,0,1
0.433954,0.331325,0,0.149609,0,1
0.603435,0.64334,1,0.995788,1,1
0.494725,0.540031,1,0.935548,1,1
0.521853,0.472965,1,0.910404,1,1
0.524801,0.414897,0,0.829202,1,0
0.357491,0.357575,0,0.0425807,0,1
0.693019,0.690918,1,0.998778,1,1
0.181782,0.197789,0,0.000142997,0,1
0.658444,0.593227,1,0.996709,1,1
0.424158,0.551963,1,0.806379,1,1
0.681937,0.756891,1,0.999061,1,1
0.543551,0.386459,1,0.827395,1,1
0.416401,0.433292,0,0.370869,0,1
0.454699,0.432248,0,0.57999,-1,0
0.614029,0.873623,1,0.999136,1,1
0.452172,0.41266,0,0.491616,-1,0
0.734796,0.584079,1,0.998399,1,1
0.440359,0.56126,0,0.868931,1,0
0.704056,0.825846,1,0.999401,1,1
0.627903,0.835044,1,0.999055,1,1
0.496986,0.680776,1,0.987303,1,1
0.54949,0.433739,0,0.911894,1,0
0.711237,0.609633,1,0.998305,1,1
0.516844,0.634342,1,0.984815,1,1
0.761591,0.477439,1,0.997483,1,1
0.145213,0.142256,0,4.98628e-05,0,1
0.518218,0.399634,0,0.772622,1,0
0.481095,0.427525,0,0.697029,1,0
0.861392,0.689576,1,0.999569,1,1
0.429344,0.374329,0,0.238818,0,1
0.557757,0.564988,1,0.98326,1,1
0.510616,0.557879,1,0.960538,1,1
0.517797,0.354095,1,0.632178,1,1
0.170612,0.12936,0,6.1819e-05,0,1
0.326108,0.246659,0,0.00392465,0,1
0.482026,0.729994,1,0.990334,1,1
0.868706,0.718162,1,0.999615,1,1
0.782558,0.644384,1,0.999207,1,1
0.79785,0.507418,1,0.998548,1,1
0.387877,0.349073,0,0.0733424,0,1
0.514605,0.411019,1,0.787672,1,1
0.250022,0.30587,0,0.00186523,0,1
0.524911,0.750278,1,0.995477,1,1
0.555075,0.644036,1,0.99214,1,1
0.495346,0.580052,1,0.96041,1,1
0.397185,0.292646,0,0.03837,0,1
0.510372,0.76927,1,0.995385,1,1
0.305208,0.352355,0,0.0121273,0,1
0.725931,0.924283,1,0.999612,1,1
0.683732,0.532524,1,0.99603,1,1
0.435527,0.478881,1,0.645984,1,1
0.469326,0.531579,1,0.887783,1,1
0.503768,0.546345,1,0.949056,1,1
0.697739,0.658802,1,0.998586,1,1
0.297318,0.141113,0,0.000521276,0,1
0.584907,0.675108,1,0.995942,1,1
0.47992,0.580649,1,0.948596,1,1
0.762345,0.954908,1,0.999685,1,1
0.273936,0.351609,0,0.0060055,0,1
0.477238,0.589349,1,0.951427,1,1
0.354654,0.388299,0,0.0636892,0,1
0.395612,0.379698,0,0.134322,0,1
0.376795,0.321779,0,0.0379466,0,1
0.884242,0.765243,1,0.999677,1,1
0.335395,0.313924,0,0.0132366,0,1
0.425643,0.268683,0,0.050294,0,1
0.408289,0.391381,0,0.201125,0,1
0.255341,0.191723,0,0.000457131,0,1
0.484441,0.399535,0,0.619737,1,0
0.536813,0.678091,1,0.992653,1,1
0.38258,0.330529,0,0.0493649,0,1
0.229477,0.273704,0,0.00080372,0,1
0.894371,0.604413,1,0.999514,1,1
0.587677,0.65557,1,0.995384,1,1
0.354876,0.401573,0,0.0779902,0,1
0.410572,0.454073,0,0.416365,-1,0
0.322074,0.300899,0,0.00806845,0,1
0.153701,0.170942,0,7.24748e-05,0,1
0.900332,0.653134,1,0.999594,1,1
0.398338,0.420912,0,0.242016,0,1
0.587544,0.724327,1,0.997316,1,1
0.594038,0.796564,1,0.998455,1,1
0.709796,0.67824,1,0.998856,1,1
0.513497,0.403959,0,0.765912,1,0
0.232292,0.130146,0,0.000152073,0,1
0.420124,0.344549,0,0.135795,0,1
0.222296,0.244869,0,0.00048659,0,1
0.591888,0.849809,1,0.998846,1,1
0.43504,0.330082,0,0.150322,0,1
0.502504,0.567275,1,0.959351,1,1
0.678989,0.459193,1,0.991934,1,1
0.671786,0.536153,1,0.995545,1,1
0.931383,0.833801,1,0.999752,1,1
0.627194,0.814412,1,0.998944,1,1
0.606449,0.231048,1,0.656527,1,1
0.355652,0.222895,0,0.0052272,0,1
0.167154,0.0287555,0,2.56841e-05,0,1
0.657646,0.794774,1,0.999071,1,1
0.332513,0.411019,0,0.0550212,0,1
0.663409,0.511643,1,0.993863,1,1
0.438542,0.330927,0,0.162964,0,1
0.904433,0.776827,1,0.999705,1,1
0.430075,0.536402,1,0.790564,1,1
0.49836,0.395905,0,0.677031,1,0
0.274446,0.248151,0,0.00137352,0,1
0.738143,0.480571,1,0.99682,1,1
0.238652,0.213101,0,0.000440926,0,1
0.51516,0.599193,1,0.977189,1,1
0.503435,0.267589,0,0.244435,0,1
0.422739,0.38278,0,0.235266,0,1
0.397673,0.383626,0,0.1478,0,1
0.299202,0.336048,0,0.00828024,0,1
0.378635,0.35136,0,0.0619842,0,1
0.622695,0.876755,1,0.999198,1,1
0.889473,0.641898,1,0.99956,1,1
0.410372,0.374279,0,0.167483,0,1
0.319193,0.352205,0,0.0165571,0,1
0.460527,0.424144,0,0.581668,-1,0
0.287057,0.355437,0,0.00848755,0,1
0.37254,0.414549,0,0.136244,0,1
