I-0,I-1,Desired,O-0,Actual,Correct
0.125,0.579,1,0.494682,-1,0
0.518,0.892,1,0.285336,0,0
0.999,0.486,0,0.165969,0,1
0.123,0.0127,0,0.0114449,0,1
0.22,0.94,0,0.130112,0,1
0.082,0.143,0,0.0176499,0,1
0.827,0.55,1,0.674804,1,1
0.562,0.498,1,0.974804,1,1
0.405,0.61,1,0.960145,1,1
0.147,0.471,1,0.533079,-1,0
0.0761,0.452,0,0.13543,0,1
0.2,0.178,0,0.31301,0,1
0.646,0.713,1,0.78296,1,1
0.278,0.586,1,0.930358,1,1
0.923,0.285,0,0.249483,0,1
0.691,0.183,1,0.380464,0,0
0.0716,0.107,0,0.0105031,0,1
0.876,0.241,0,0.261882,0,1
0.119,0.602,1,0.464602,-1,0
0.719,0.0547,0,0.242194,0,1
0.216,0.956,0,0.113611,0,1
0.707,0.655,1,0.850774,1,1
0.207,0.304,1,0.624957,1,1
0.438,0.875,1,0.339363,0,0
0.35,0.955,0,0.18318,0,1
0.774,0.898,0,0.19655,0,1
0.213,0.747,1,0.626458,1,1
0.608,0.589,1,0.955885,1,1
0.316,0.286,1,0.911925,1,1
0.204,0.571,1,0.832906,1,1
0.002,0.754,0,0.0288157,0,1
0.413,0.416,1,0.975905,1,1
0.22,0.392,1,0.798877,1,1
0.717,0.575,1,0.908865,1,1
0.412,0.935,0,0.219052,0,1
0.54,0.621,1,0.953451,1,1
0.306,0.411,1,0.94673,1,1
0.565,0.45,1,0.972224,1,1
0.0378,0.277,0,0.0170129,0,1
0.551,0.23,1,0.802089,1,1
0.716,0.316,1,0.615679,1,1
0.41,0.381,1,0.97272,1,1
0.323,0.355,1,0.945035,1,1
0.391,0.263,1,0.937812,1,1
0.165,0.138,0,0.113075,0,1
0.701,0.148,0,0.320318,0,1
0.504,0.762,1,0.719653,1,1
0.967,0.264,0,0.230529,0,1
0.831,0.564,1,0.663703,1,1
0.794,0.169,0,0.272378,0,1
0.858,0.792,0,0.248437,0,1
0.414,0.21,1,0.893815,1,1
0.119,0.761,0,0.272627,0,1
0.134,0.729,0,0.404377,-1,0
0.605,0.607,1,0.949371,1,1
0.891,0.108,0,0.23205,0,1
0.0561,0.474,0,0.0942499,0,1
0.631,0.695,1,0.837989,1,1
0.409,0.329,1,0.964195,1,1
0.791,0.0241,0,0.226777,0,1
0.644,0.673,1,0.871373,1,1
0.116,0.305,0,0.138897,0,1
0.872,0.667,0,0.415251,-1,0
0.00377,0.693,0,0.0413316,0,1
0.436,0.195,1,0.865281,1,1
0.0746,0.213,0,0.0257049,0,1
0.0766,0.859,0,0.0520387,0,1
0.0199,0.639,0,0.0664243,0,1
0.649,0.113,0,0.324337,0,1
0.377,0.19,1,0.863658,1,1
0.0177,0.0384,0,0.00242743,0,1
0.429,0.992,0,0.163455,0,1
0.00748,0.627,0,0.0486322,0,1
0.459,0.497,1,0.979101,1,1
0.111,0.217,0,0.0641107,0,1
0.268,0.0369,0,0.184109,0,1
0.704,0.116,0,0.286308,0,1
0.427,0.896,0,0.288799,0,1
0.627,0.301,1,0.808687,1,1
0.844,0.887,0,0.171966,0,1
0.287,0.423,1,0.93533,1,1
0.302,0.395,1,0.940989,1,1
0.0534,0.928,0,0.0176804,0,1
0.432,0.453,1,0.978508,1,1
0.476,0.0282,0,0.29104,0,1
0.537,0.0634,0,0.339955,0,1
0.566,0.155,1,0.551141,-1,0
0.642,0.328,1,0.831194,1,1
0.656,0.522,1,0.952852,1,1
0.7,0.0449,0,0.240803,0,1
0.628,0.568,1,0.957008,1,1
0.552,0.611,1,0.956651,1,1
0.335,0.176,1,0.808572,1,1
0.442,0.976,0,0.176363,0,1
0.0205,0.45,0,0.033835,0,1
0.732,0.169,0,0.314703,0,1
0.984,0.66,0,0.0926275,0,1
0.609,0.0421,0,0.26132,0,1
0.0747,0.497,0,0.164373,0,1
0.665,0.822,1,0.395024,0,0
0.464,0.326,1,0.963093,1,1
0.294,0.579,1,0.941458,1,1
0.414,0.657,1,0.936669,1,1
0.0275,0.535,0,0.0624192,0,1
0.0329,0.507,0,0.0628319,0,1
0.867,0.765,0,0.270103,0,1
0.0531,0.319,0,0.0327168,0,1
0.471,0.579,1,0.97076,1,1
0.47,0.385,1,0.974503,1,1
0.684,0.123,0,0.306858,0,1
0.888,0.108,0,0.23234,0,1
0.328,0.65,1,0.92616,1,1
0.468,0.493,1,0.979314,1,1
0.95,0.705,0,0.136338,0,1
0.982,0.314,0,0.224602,0,1
0.417,0.622,1,0.956527,1,1
0.99,0.796,0,0.0673593,0,1
0.695,0.0111,0,0.225969,0,1
0.429,0.845,1,0.432967,-1,0
0.842,0.795,0,0.268665,0,1
0.0349,0.424,0,0.0414664,0,1
0.981,0.527,0,0.168034,0,1
0.849,0.674,1,0.490297,-1,0
0.432,0.998,0,0.159764,0,1
0.909,0.199,0,0.240337,0,1
0.926,0.185,0,0.235041,0,1
0.114,0.572,1,0.425713,-1,0
0.166,0.454,1,0.623954,1,1
0.198,0.678,1,0.745811,1,1
0.288,0.261,1,0.852953,1,1
0.374,0.0472,0,0.375795,0,1
0.578,0.599,1,0.957858,1,1
0.959,0.638,0,0.149682,0,1
0.725,0.433,1,0.834868,1,1
0.974,0.202,0,0.228037,0,1
0.0521,0.34,0,0.0368549,0,1
0.799,0.179,0,0.275111,0,1
0.0221,0.0976,0,0.00382386,0,1
0.579,0.94,0,0.203194,0,1
0.579,0.201,1,0.662886,1,1
0.368,0.0665,0,0.459716,-1,0
0.832,0.14,0,0.247244,0,1
0.753,0.137,0,0.274712,0,1
0.491,0.434,1,0.978138,1,1
0.937,0.966,0,0.11217,0,1
0.288,0.661,1,0.897822,1,1
0.56,0.905,0,0.252296,0,1
0.943,0.693,0,0.157506,0,1
0.0892,0.429,0,0.161711,0,1
0.0804,0.147,0,0.0175868,0,1
0.144,0.199,0,0.121192,0,1
0.0481,0.0238,0,0.00346023,0,1
0.593,0.635,1,0.935536,1,1
0.384,0.64,1,0.944871,1,1
0.587,0.711,1,0.82765,1,1
0.161,0.604,1,0.684392,1,1
0.925,0.398,0,0.273335,0,1
0.0306,0.708,0,0.0742617,0,1
0.879,0.648,0,0.413051,-1,0
0.388,0.00116,0,0.210985,0,1
0.45,0.053,0,0.383389,0,1
0.311,0.109,0,0.564857,-1,0
0.239,0.883,0,0.23366,0,1
0.194,0.53,1,0.801257,1,1
0.537,0.521,1,0.976184,1,1
0.87,0.604,1,0.49288,-1,0
0.103,0.939,0,0.039024,0,1
0.531,1,0,0.160832,0,1
0.769,0.16,0,0.280639,0,1
0.142,0.268,0,0.19365,0,1
0.644,0.199,1,0.500779,-1,0
0.543,0.189,1,0.709292,1,1
0.862,0.446,1,0.439911,-1,0
0.83,0.454,1,0.556996,-1,0
0.128,0.578,1,0.512016,-1,0
0.126,0.487,1,0.421751,-1,0
0.435,0.542,1,0.975507,1,1
0.674,0.276,1,0.629027,1,1
0.026,0.416,0,0.0316359,0,1
0.327,0.577,1,0.955084,1,1
0.27,0.856,0,0.338288,0,1
0.492,0.939,0,0.213667,0,1
0.264,0.426,1,0.912313,1,1
0.0908,0.964,0,0.0274629,0,1
0.723,0.919,0,0.194563,0,1
0.874,0.688,0,0.374967,0,1
0.97,0.706,0,0.0996099,0,1
0.522,0.361,1,0.963694,1,1
0.123,0.874,0,0.0931079,0,1
0.471,0.725,1,0.837875,1,1
0.75,0.653,1,0.798225,1,1
0.833,0.811,0,0.256739,0,1
0.968,0.0365,0,0.225198,0,1
0.385,0.172,1,0.833831,1,1
0.543,0.775,1,0.651843,1,1
0.178,0.614,1,0.746846,1,1
0.583,0.469,1,0.970752,1,1
0.968,0.797,0,0.0894917,0,1
0.121,0.626,0,0.473392,-1,0
0.857,0.086,0,0.232578,0,1
0.572,0.0671,0,0.318051,0,1
0.419,0.528,1,0.975901,1,1
0.519,0.105,1,0.481969,-1,0
0.332,0.47,1,0.963709,1,1
0.0585,0.987,0,0.0139748,0,1
0.367,0.989,0,0.156807,0,1
0.128,0.216,0,0.0957438,0,1
0.664,0.859,1,0.302054,0,0
0.404,0.942,0,0.208871,0,1
0.258,0.222,1,0.710716,1,1
0.986,0.102,0,0.225805,0,1
0.631,0.366,1,0.901937,1,1
0.872,0.17,0,0.244412,0,1
0.557,0.798,1,0.554847,-1,0
0.507,0.955,0,0.195194,0,1
0.439,0.84,1,0.448808,-1,0
0.776,0.0195,0,0.226254,0,1
0.319,0.061,0,0.377693,0,1
0.303,0.247,1,0.864602,1,1
0.745,0.984,0,0.151614,0,1
0.178,0.797,0,0.366087,0,1
0.993,0.471,0,0.180269,0,1
0.586,0.86,1,0.336137,0,0
0.636,0.0123,0,0.229685,0,1
0.789,0.8,0,0.332645,0,1
0.887,0.929,0,0.135013,0,1
0.12,0.748,0,0.304305,0,1
0.673,0.694,1,0.807824,1,1
0.328,0.439,1,0.960679,1,1
0.772,0.558,1,0.83414,1,1
0.0421,0.864,0,0.0250362,0,1
0.583,0.155,1,0.5145,-1,0
0.674,0.68,1,0.83723,1,1
0.503,0.158,1,0.693817,1,1
0.242,0.966,0,0.123785,0,1
0.599,0.348,1,0.917716,1,1
0.843,0.358,1,0.378566,0,0
0.857,0.807,0,0.230916,0,1
0.213,0.241,1,0.532477,-1,0
0.652,0.368,1,0.876352,1,1
0.96,0.592,0,0.173312,0,1
0.87,0.479,1,0.450248,-1,0
0.964,0.125,0,0.227346,0,1
0.309,0.177,1,0.767962,1,1
0.295,0.983,0,0.138949,0,1
0.157,0.576,1,0.667502,1,1
0.32,0.532,1,0.95875,1,1
0.416,0.975,0,0.175244,0,1
0.559,0.0873,0,0.373505,0,1
0.956,0.291,0,0.235162,0,1
0.357,0.214,1,0.886328,1,1
0.794,0.768,1,0.404071,-1,0
0.242,1,0,0.103805,0,1
0.671,0.608,1,0.925417,1,1
0.727,0.347,1,0.660689,1,1
0.902,0.807,0,0.169898,0,1
0.717,0.845,0,0.30091,0,1
0.18,0.0623,0,0.0666207,0,1
0.349,0.867,1,0.355062,0,0
0.451,0.533,1,0.976895,1,1
0.515,0.681,1,0.906683,1,1
0.93,0.817,0,0.130618,0,1
0.595,0.775,1,0.616163,1,1
0.377,0.49,1,0.973516,1,1
0.516,0.773,1,0.674418,1,1
0.971,0.713,0,0.0962153,0,1
0.138,0.764,0,0.3345,0,1
0.25,0.224,1,0.682456,1,1
0.532,0.842,1,0.411219,-1,0
0.292,0.628,1,0.923168,1,1
0.0932,0.506,0,0.25348,0,1
0.03,0.112,0,0.00482907,0,1
0.859,0.647,1,0.496412,-1,0
0.437,0.581,1,0.969741,1,1
0.258,0.0705,0,0.260627,0,1
0.776,0.468,1,0.759135,1,1
0.621,0.687,1,0.860083,1,1
0.403,0.34,1,0.965924,1,1
0.373,0.11,0,0.650345,1,0
0.049,0.351,0,0.0367635,0,1
0.563,0.652,1,0.928573,1,1
0.27,0.862,0,0.320202,0,1
0.0776,0.918,0,0.030136,0,1
0.496,0.233,1,0.881557,1,1
0.909,0.558,0,0.343378,0,1
0.619,0.839,1,0.375851,0,0
0.649,0.178,1,0.440617,-1,0
0.724,0.333,1,0.635114,1,1
0.433,0.686,1,0.909094,1,1
0.673,0.267,1,0.60766,1,1
0.892,0.836,0,0.165136,0,1
0.442,0.887,1,0.308601,0,0
0.474,0.429,1,0.978319,1,1
0.436,0.873,1,0.345001,0,0
0.823,0.724,1,0.458446,-1,0
0.514,0.661,1,0.928998,1,1
0.114,0.0124,0,0.00965637,0,1
0.843,0.476,1,0.543032,-1,0
0.986,0.122,0,0.225999,0,1
0.9,0.262,0,0.255998,0,1
0.225,0.441,1,0.847937,1,1
0.248,0.286,1,0.778055,1,1
0.403,0.311,1,0.958993,1,1
0.324,0.0699,0,0.425847,-1,0
0.000506,0.878,0,0.00859421,0,1
0.119,0.434,1,0.308741,0,0
0.625,0.154,1,0.430196,-1,0
0.781,0.606,1,0.798234,1,1
0.958,0.63,0,0.156421,0,1
0.818,0.387,1,0.480051,-1,0
0.984,0.777,0,0.0725869,0,1
0.376,0.415,1,0.971377,1,1
0.351,0.401,1,0.964586,1,1
0.313,0.14,0,0.679244,1,0
0.724,0.00949,0,0.224723,0,1
0.7,0.0954,0,0.271919,0,1
0.291,0.252,1,0.849072,1,1
0.0671,0.802,0,0.0795635,0,1
0.491,0.652,1,0.93908,1,1
0.295,0.833,1,0.440411,-1,0
0.214,0.733,1,0.669709,1,1
0.527,0.743,1,0.770997,1,1
0.502,0.175,1,0.74778,1,1
0.311,0.351,1,0.935991,1,1
0.398,0.156,1,0.798316,1,1
0.425,0.169,1,0.81983,1,1
0.548,0.784,1,0.61446,1,1
0.828,0.774,0,0.329572,0,1
0.151,0.0872,0,0.0490633,0,1
0.884,0.261,0,0.26431,0,1
0.605,0.28,1,0.809357,1,1
0.267,0.827,0,0.433937,-1,0
0.192,0.28,1,0.490741,-1,0
0.177,0.562,1,0.750335,1,1
0.135,0.378,1,0.318984,0,0
0.903,0.999,0,0.121086,0,1
0.882,0.717,0,0.303901,0,1
0.891,0.297,0,0.272797,0,1
0.458,0.133,1,0.68317,1,1
0.383,0.45,1,0.97415,1,1
0.829,0.725,1,0.440111,-1,0
0.179,0.497,1,0.729808,1,1
0.594,0.424,1,0.960688,1,1
0.574,0.115,1,0.421208,-1,0
0.115,0.673,0,0.408067,-1,0
0.953,0.0404,0,0.225436,0,1
0.876,0.96,0,0.13267,0,1
0.255,0.548,1,0.917479,1,1
0.837,0.592,1,0.63699,1,1
0.835,0.0633,0,0.231091,0,1
0.908,0.553,0,0.347591,0,1
0.834,0.243,0,0.289139,0,1
0.934,0.657,0,0.203677,0,1
0.501,0.717,1,0.848338,1,1
0.154,0.897,0,0.108104,0,1
0.816,0.551,1,0.714042,1,1
0.266,0.457,1,0.92218,1,1
0.709,0.89,0,0.23028,0,1
0.376,0.267,1,0.936597,1,1
0.275,0.343,1,0.893151,1,1
0.689,0.398,1,0.856055,1,1
0.559,0.666,1,0.915243,1,1
0.441,0.574,1,0.971254,1,1
0.2,0.411,1,0.742036,1,1
0.934,0.39,0,0.26062,0,1
0.47,0.772,1,0.697949,1,1
0.7,0.192,1,0.381924,0,0
0.975,0.113,0,0.226449,0,1
0.0788,0.946,0,0.0250233,0,1
0.548,0.468,1,0.975766,1,1
0.325,0.218,1,0.86262,1,1
0.151,0.892,0,0.109751,0,1
0.968,0.466,0,0.213596,0,1
0.787,0.686,1,0.652061,1,1
0.788,0.9,0,0.189243,0,1
0.476,0.479,1,0.979538,1,1
0.734,0.353,1,0.654609,1,1
0.481,0.96,0,0.191302,0,1
0.533,0.0592,0,0.333562,0,1
0.432,0.417,1,0.977111,1,1
0.665,0.097,0,0.292477,0,1
0.641,0.712,1,0.789729,1,1
0.903,0.241,0,0.24968,0,1
0.588,0.829,1,0.424377,-1,0
0.627,0.555,1,0.959749,1,1
0.898,0.522,1,0.380257,0,0
0.7,0.391,1,0.823996,1,1
0.6,0.015,0,0.235545,0,1
0.00376,0.71,0,0.0387906,0,1
0.0186,0.511,0,0.0447699,0,1
0.488,0.88,1,0.318526,0,0
0.553,0.892,1,0.2769,0,0
0.254,0.536,1,0.916982,1,1
0.148,0.862,0,0.143883,0,1
0.793,0.155,0,0.26582,0,1
0.834,0.957,0,0.144809,0,1
0.939,0.427,0,0.258972,0,1
0.167,0.4,1,0.553899,-1,0
0.427,0.655,1,0.938675,1,1
0.776,0.921,0,0.177863,0,1
0.0156,0.946,0,0.00701965,0,1
0.125,0.895,0,0.0776026,0,1
0.851,0.202,0,0.260166,0,1
0.988,0.33,0,0.22084,0,1
0.923,0.962,0,0.117265,0,1
0.836,0.339,1,0.369381,0,0
0.838,0.65,1,0.573296,-1,0
0.305,0.603,1,0.940196,1,1
0.11,0.67,0,0.385143,0,1
0.651,0.247,1,0.612127,1,1
0.418,0.194,1,0.87045,1,1
0.0401,0.765,0,0.064018,0,1
0.349,0.0201,0,0.249115,0,1
0.543,1,0,0.160526,0,1
0.192,0.157,0,0.231346,0,1
0.951,0.828,0,0.106084,0,1
0.927,0.701,0,0.192262,0,1
0.0833,0.546,0,0.237774,0,1
0.0453,0.118,0,0.00671648,0,1
0.0256,0.061,0,0.00318538,0,1
0.757,0.257,1,0.394333,0,0
0.889,0.0846,0,0.229939,0,1
0.506,0.358,1,0.966057,1,1
0.0953,0.44,0,0.19669,0,1
0.227,0.522,1,0.878823,1,1
0.263,0.613,1,0.909657,1,1
0.433,0.631,1,0.953217,1,1
0.502,0.137,1,0.624541,1,1
0.823,0.908,0,0.169463,0,1
0.209,0.788,0,0.476936,-1,0
0.376,0.749,1,0.782996,1,1
0.121,0.176,0,0.0581876,0,1
0.423,0.987,0,0.166456,0,1
0.223,0.158,0,0.380887,0,1
0.296,0.537,1,0.948319,1,1
0.0188,0.843,0,0.0186592,0,1
0.538,0.299,1,0.923672,1,1
0.778,0.764,1,0.442673,-1,0
0.175,0.885,0,0.149343,0,1
0.295,0.111,0,0.529495,-1,0
0.0657,0.499,0,0.134757,0,1
0.855,0.33,1,0.330284,0,0
0.611,0.985,0,0.165056,0,1
0.186,0.283,1,0.459944,-1,0
0.426,0.51,1,0.977429,1,1
0.154,0.099,0,0.0596291,0,1
0.46,0.848,1,0.416785,-1,0
0.091,0.424,0,0.163854,0,1
0.522,0.368,1,0.965632,1,1
0.237,0.225,1,0.625197,1,1
0.0802,0.207,0,0.028069,0,1
0.174,0.61,1,0.734345,1,1
0.805,0.889,0,0.190705,0,1
0.686,0.973,0,0.164073,0,1
0.858,0.82,0,0.215116,0,1
0.479,0.5,1,0.979123,1,1
0.167,0.492,1,0.669642,1,1
0.898,0.482,1,0.362908,0,0
0.424,0.522,1,0.97663,1,1
0.76,0.711,1,0.640911,1,1
0.848,0.0702,0,0.231151,0,1
0.966,0.412,0,0.226698,0,1
0.0697,0.596,0,0.201243,0,1
0.396,0.246,1,0.927847,1,1
0.0133,0.618,0,0.0556778,0,1
0.337,0.161,1,0.778439,1,1
0.388,0.938,0,0.212144,0,1
0.378,0.807,1,0.578672,-1,0
0.206,0.0282,0,0.0665661,0,1
0.315,0.526,1,0.957345,1,1
0.188,0.26,1,0.424786,-1,0
0.388,0.567,1,0.968739,1,1
0.962,0.787,0,0.0969325,0,1
0.655,0.259,1,0.634474,1,1
0.658,0.0908,0,0.290306,0,1
0.966,0.742,0,0.0974878,0,1
0.517,0.689,1,0.895138,1,1
0.368,0.626,1,0.949445,1,1
0.478,0.0652,0,0.402837,-1,0
0.401,0.407,1,0.974212,1,1
0.798,0.147,0,0.260199,0,1
0.685,0.749,1,0.627059,1,1
0.797,0.751,1,0.445227,-1,0
0.315,0.368,1,0.943456,1,1
0.615,0.467,1,0.962609,1,1
0.403,0.788,1,0.653067,1,1
0.37,0.392,1,0.968219,1,1
0.924,0.873,0,0.124803,0,1
0.577,0.374,1,0.949808,1,1
0.461,0.269,1,0.937589,1,1
0.557,0.658,1,0.924204,1,1
0.468,0.289,1,0.947747,1,1
0.243,0.067,0,0.20689,0,1
0.0607,0.487,0,0.112825,0,1
0.33,0.526,1,0.962323,1,1
0.0236,0.437,0,0.0338533,0,1
0.362,0.758,1,0.753832,1,1
0.192,0.597,1,0.796929,1,1
0.784,0.989,0,0.14458,0,1
0.141,0.924,0,0.0734231,0,1
0.329,0.515,1,0.962593,1,1
0.464,0.298,1,0.952886,1,1
0.357,0.92,0,0.233542,0,1
0.668,0.545,1,0.946749,1,1
0.96,0.0819,0,0.226389,0,1
0.639,0.323,1,0.827798,1,1
0.0404,0.624,0,0.108034,0,1
0.34,0.0366,0,0.304094,0,1
0.802,0.626,1,0.725914,1,1
0.494,0.594,1,0.966786,1,1
0.649,0.396,1,0.910491,1,1
0.413,0.499,1,0.977052,1,1
0.241,0.833,0,0.377159,0,1
0.0584,0.686,0,0.149545,0,1
0.306,0.0596,0,0.34614,0,1
0.846,0.992,0,0.133766,0,1
0.391,0.78,1,0.68304,1,1
0.526,0.332,1,0.951624,1,1
0.898,0.125,0,0.233089,0,1
0.419,0.676,1,0.920208,1,1
0.528,0.383,1,0.968074,1,1
0.51,0.651,1,0.93802,1,1
0.592,0.142,1,0.460438,-1,0
0.0363,0.963,0,0.0100012,0,1
0.00505,0.427,0,0.0202881,0,1
0.222,0.165,0,0.394645,0,1
0.217,0.132,0,0.283962,0,1
0.421,0.8,1,0.604784,1,1
0.206,0.19,0,0.372631,0,1
0.813,0.592,1,0.721678,1,1
0.0566,0.16,0,0.0114844,0,1
0.945,0.682,0,0.158766,0,1
0.226,0.165,0,0.415404,-1,0
0.741,0.228,1,0.37626,0,0
0.12,0.0816,0,0.0234692,0,1
0.0633,0.806,0,0.0709251,0,1
0.599,0.95,0,0.190997,0,1
0.818,0.974,0,0.143301,0,1
0.583,0.912,0,0.236603,0,1
0.076,0.863,0,0.0493525,0,1
0.0785,0.407,0,0.110369,0,1
0.132,0.392,1,0.323042,0,0
0.448,0.869,1,0.354672,0,0
0.102,0.401,0,0.184315,0,1
0.397,0.986,0,0.164202,0,1
0.235,0.0597,0,0.16796,0,1
0.995,0.102,0,0.225461,0,1
0.186,0.392,1,0.651442,1,1
0.934,0.689,0,0.182113,0,1
0.0357,0.782,0,0.0501324,0,1
0.963,0.701,0,0.112959,0,1
0.108,0.929,0,0.0453457,0,1
0.894,0.12,0,0.233007,0,1
0.976,0.491,0,0.193254,0,1
0.126,0.975,0,0.0432434,0,1
0.864,0.0161,0,0.22488,0,1
0.801,0.182,0,0.27565,0,1
0.222,0.764,1,0.591854,-1,0
0.365,0.134,1,0.730846,1,1
0.102,0.436,0,0.222529,0,1
0.941,0.575,0,0.231886,0,1
0.925,0.455,0,0.286806,0,1
0.874,0.0751,0,0.22998,0,1
0.462,0.696,1,0.893798,1,1
0.254,0.355,1,0.861976,1,1
0.155,0.662,1,0.618163,1,1
0.0188,0.785,0,0.0332499,0,1
0.587,0.634,1,0.937722,1,1
0.823,0.531,1,0.678695,1,1
0.836,0.194,0,0.263786,0,1
0.234,0.684,1,0.812477,1,1
0.525,0.901,0,0.266569,0,1
0.734,0.756,1,0.537893,-1,0
0.206,0.37,1,0.720539,1,1
0.376,0.851,1,0.412725,-1,0
0.767,0.103,0,0.251968,0,1
0.428,0.931,0,0.225697,0,1
0.85,0.852,0,0.192997,0,1
0.817,0.378,1,0.467282,-1,0
0.832,0.905,0,0.167358,0,1
0.717,0.451,1,0.870746,1,1
0.503,0.257,1,0.907005,1,1
0.306,0.528,1,0.9536,1,1
0.0354,0.351,0,0.0263106,0,1
0.436,0.934,0,0.221658,0,1
0.977,0.168,0,0.227185,0,1
0.347,0.305,1,0.942302,1,1
0.877,0.375,1,0.333497,0,0
0.403,0.272,1,0.944089,1,1
0.735,0.746,1,0.570566,-1,0
0.492,0.273,1,0.929023,1,1
0.793,0.224,0,0.309928,0,1
0.459,0.616,1,0.960103,1,1
0.953,0.801,0,0.10633,0,1
0.476,0.245,1,0.911133,1,1
0.445,0.834,1,0.469099,-1,0
0.958,0.969,0,0.104417,0,1
0.722,0.221,1,0.39509,0,0
0.269,0.672,1,0.871701,1,1
0.298,0.666,1,0.899499,1,1
0.18,0.63,1,0.744536,1,1
0.83,0.804,0,0.271407,0,1
0.888,0.187,0,0.243688,0,1
0.433,0.458,1,0.978634,1,1
0.624,0.215,1,0.592152,-1,0
0.611,0.151,1,0.448176,-1,0
0.555,0.796,1,0.563791,-1,0
0.703,0.219,1,0.424512,-1,0
0.0118,0.219,0,0.00667055,0,1
0.365,0.434,1,0.970535,1,1
0.304,0.323,1,0.919369,1,1
0.994,0.661,0,0.0784132,0,1
0.426,0.948,0,0.203256,0,1
0.456,0.365,1,0.972104,1,1
0.703,0.965,0,0.166145,0,1
0.725,0.0931,0,0.2603,0,1
0.874,0.769,0,0.250589,0,1
0.304,0.739,1,0.781066,1,1
0.0448,0.308,0,0.0247788,0,1
0.473,0.256,1,0.923349,1,1
0.351,0.805,1,0.581056,-1,0
0.531,0.0379,0,0.288647,0,1
0.612,0.586,1,0.95599,1,1
0.221,0.285,1,0.664064,1,1
0.681,0.626,1,0.906453,1,1
0.53,0.611,1,0.958955,1,1
0.352,0.0369,0,0.317303,0,1
0.804,0.0872,0,0.239096,0,1
0.213,0.885,0,0.198975,0,1
0.889,0.674,0,0.340721,0,1
0.891,0.872,0,0.149462,0,1
0.895,0.185,0,0.241576,0,1
0.636,0.442,1,0.947697,1,1
0.36,0.407,1,0.96751,1,1
0.0688,0.802,0,0.082217,0,1
0.225,0.0397,0,0.108441,0,1
0.117,0.287,0,0.125505,0,1
0.371,0.215,1,0.894327,1,1
0.359,0.191,1,0.856845,1,1
0.578,0.152,1,0.516259,-1,0
0.656,0.34,1,0.825602,1,1
0.0165,0.521,0,0.0445316,0,1
0.928,0.553,0,0.279371,0,1
0.824,0.551,1,0.686114,1,1
0.495,0.688,1,0.900819,1,1
0.287,0.109,0,0.496777,-1,0
0.665,0.268,1,0.632011,1,1
0.904,0.27,0,0.256007,0,1
0.0974,0.26,0,0.0640307,0,1
0.724,0.452,1,0.859675,1,1
0.158,0.798,0,0.306616,0,1
0.0608,0.645,0,0.170324,0,1
0.559,0.562,1,0.969868,1,1
0.624,0.621,1,0.936486,1,1
0.689,0.753,1,0.608021,1,1
0.44,0.572,1,0.971582,1,1
0.915,0.821,0,0.146842,0,1
0.823,0.135,0,0.248123,0,1
0.901,0.0467,0,0.226569,0,1
0.176,0.61,1,0.741545,1,1
0.609,0.894,0,0.257704,0,1
0.462,0.97,0,0.182157,0,1
0.738,0.858,0,0.263765,0,1
0.516,0.156,1,0.661994,1,1
0.454,0.785,1,0.655057,1,1
0.391,0.729,1,0.835238,1,1
