I-0,I-1,Desired,O-0,Actual,Correct
0.543373,0.797011,1,0.98966,1,1
0.791955,0.539385,1,0.994901,1,1
0.50953,0.556089,1,0.91252,1,1
0.806472,0.472368,1,0.993859,1,1
0.341489,0.151404,0,0.000185993,0,1
0.562655,0.770612,1,0.989968,1,1
0.493994,0.825647,1,0.986052,1,1
0.63801,0.52979,1,0.979215,1,1
0.282691,0.10307,0,1.92042e-05,0,1
0.39406,0.277433,0,0.0110732,0,1
0.37336,0.319443,0,0.0152037,0,1
0.467465,0.346488,0,0.214401,0,1
0.235572,0.280515,0,0.000187287,0,1
0.285683,0.171042,0,7.07745e-05,0,1
0.174224,0.124036,0,3.70185e-06,0,1
0.332801,0.241936,0,0.00100896,0,1
0.527903,0.58572,1,0.947823,1,1
0.657934,0.827835,1,0.995973,1,1
0.455962,0.403363,0,0.349944,0,1
0.469814,0.419272,1,0.480994,-1,0
0.22418,0.106083,0,6.60534e-06,0,1
0.451175,0.415543,0,0.369891,0,1
0.857779,0.643589,1,0.997353,1,1
0.293373,0.126273,0,3.63255e-05,0,1
0.521609,0.757089,1,0.984002,1,1
0.845612,0.588852,1,0.996796,1,1
0.377061,0.460138,0,0.187411,0,1
0.451817,0.498966,1,0.663587,1,1
0.546543,0.430557,1,0.827883,1,1
0.935527,0.849958,1,0.998412,1,1
0.76137,0.525017,1,0.993271,1,1
0.417753,0.388548,0,0.149292,0,1
0.414561,0.373434,0,0.110584,0,1
0.341689,0.232938,0,0.00105304,0,1
0.620279,0.283697,1,0.739275,1,1
0.6666,0.800839,1,0.995806,1,1
0.707779,0.694995,1,0.995225,1,1
0.584486,0.780157,1,0.992037,1,1
0.517974,0.500507,1,0.868795,1,1
0.72121,0.500457,1,0.989285,1,1
0.648892,0.815953,1,0.995589,1,1
0.443794,0.253172,0,0.0248825,0,1
0.739761,0.845931,1,0.997369,1,1
0.280474,0.275345,0,0.000522241,0,1
0.438209,0.521935,1,0.672449,1,1
0.498338,0.470578,1,0.76679,1,1
0.508666,0.829923,1,0.988158,1,1
0.587057,0.735115,1,0.990229,1,1
0.458267,0.366424,0,0.236445,0,1
0.441113,0.325906,0,0.0906098,0,1
0.639029,0.597552,1,0.986846,1,1
0.480009,0.573987,1,0.887208,1,1
0.829366,0.597303,1,0.996621,1,1
0.170434,0.203755,0,1.09331e-05,0,1
0.315226,0.11545,0,4.86049e-05,0,1
0.174113,0.230551,0,1.82445e-05,0,1
0.812855,0.473064,1,0.994152,1,1
0.712544,0.834149,1,0.996977,1,1
0.444105,0.369904,0,0.191103,0,1
0.478236,0.52621,0,0.817997,1,0
0.399158,0.377013,0,0.0835964,0,1
0.82797,0.517758,1,0.995575,1,1
0.416733,0.416239,0,0.215637,0,1
0.22285,0.367369,0,0.000821492,0,1
0.551108,0.422056,1,0.824754,1,1
0.520346,0.582886,1,0.940811,1,1
0.638852,0.887344,1,0.9963,1,1
0.262145,0.272859,0,0.000310384,0,1
0.179965,0.101405,0,3.03553e-06,0,1
0.529832,0.50006,1,0.88913,1,1
0.610993,0.634093,1,0.986123,1,1
0.469481,0.672374,1,0.945399,1,1
0.312256,0.231297,0,0.000468461,0,1
0.570634,0.744462,1,0.98925,1,1
0.311547,0.197291,0,0.00022541,0,1
0.133577,0.131224,0,2.2289e-06,0,1
0.379255,0.376964,0,0.0528064,0,1
0.564982,0.807352,1,0.991826,1,1
0.327726,0.231496,0,0.000705197,0,1
0.294969,0.0800372,0,1.67555e-05,0,1
0.6791,0.750527,1,0.995356,1,1
0.331028,0.272213,0,0.00184388,0,1
0.641268,0.703645,1,0.992686,1,1
0.934331,0.749085,1,0.998227,1,1
0.0721853,0.16607,0,1.46924e-06,0,1
0.381449,0.415145,0,0.105779,0,1
0.276684,0.245565,0,0.000254231,0,1
0.29047,0.235473,0,0.000292165,0,1
0.580718,0.604661,1,0.976683,1,1
0.489916,0.464463,1,0.722138,1,1
0.436303,0.386161,0,0.206435,0,1
0.507491,0.478284,1,0.810144,1,1
0.626995,0.411466,1,0.936233,1,1
0.283932,0.195949,0,0.000110752,0,1
0.478879,0.529889,1,0.8259,1,1
0.675465,0.750875,1,0.995258,1,1
0.450332,0.341268,0,0.142011,0,1
0.512899,0.769866,1,0.983844,1,1
0.620235,0.7814,1,0.993947,1,1
0.322806,0.274052,0,0.00154126,0,1
0.1832,0.347085,0,0.000201025,0,1
0.394703,0.378604,0,0.0776764,0,1
0.50543,0.684007,1,0.968413,1,1
0.379765,0.291851,0,0.0102313,0,1
0.4291,0.186404,0,0.00409823,0,1
0.745966,0.795172,1,0.99711,1,1
0.378125,0.290807,0,0.00958829,0,1
0.26414,0.283946,0,0.000411496,0,1
0.529145,0.401424,0,0.705438,1,0
0.59918,0.779113,1,0.992866,1,1
0.340669,0.34957,0,0.0119947,0,1
0.877083,0.539981,1,0.996823,1,1
0.355253,0.364286,0,0.0232306,0,1
0.491024,0.541423,0,0.869107,1,0
0.426729,0.427276,0,0.29203,0,1
0.608976,0.593078,1,0.981549,1,1
0.36609,0.426878,0,0.0917165,0,1
0.555452,0.556934,1,0.953762,1,1
0.654521,0.893758,1,0.99664,1,1
0.56219,0.586863,1,0.966759,1,1
0.515957,0.56295,1,0.924943,1,1
0.130186,0.229159,0,7.73307e-06,0,1
0.783599,0.50866,1,0.993847,1,1
0.292309,0.125517,0,3.49961e-05,0,1
0.252704,0.332767,0,0.000855624,0,1
0.146299,0.180885,0,5.07023e-06,0,1
0.50625,0.535059,1,0.88837,1,1
0.491401,0.410969,0,0.562516,-1,0
0.379743,0.292994,0,0.01047,0,1
0.382159,0.308853,0,0.0154229,0,1
0.25973,0.269578,0,0.000272827,0,1
0.219747,0.232192,0,4.98818e-05,0,1
0.113054,0.103046,0,1.27844e-06,0,1
0.521653,0.39158,0,0.643274,1,0
0.423471,0.270423,0,0.0207662,0,1
0.547451,0.658304,1,0.97673,1,1
0.436769,0.511345,1,0.634765,1,1
0.280474,0.305473,0,0.000987996,0,1
0.650222,0.74819,1,0.994358,1,1
0.638852,0.316609,1,0.860938,1,1
0.383998,0.449549,0,0.184744,0,1
0.436414,0.428022,0,0.340744,0,1
0.66281,0.647964,1,0.99194,1,1
0.427083,0.2833,0,0.0294499,0,1
0.616401,0.640606,1,0.987343,1,1
0.11957,0.167313,0,2.80193e-06,0,1
0.409907,0.416687,0,0.191469,0,1
0.674357,0.841457,1,0.996458,1,1
0.720301,0.878246,1,0.997363,1,1
0.665824,0.663177,1,0.992689,1,1
0.304965,0.443483,0,0.0300657,0,1
0.293661,0.295878,0,0.00113784,0,1
0.410683,0.401971,0,0.157954,0,1
0.43996,0.285089,0,0.0421641,0,1
0.25379,0.224088,0,9.38992e-05,0,1
0.286392,0.221205,0,0.000196216,0,1
0.28668,0.249891,0,0.000358572,0,1
0.18637,0.106297,0,3.55656e-06,0,1
0.530541,0.371147,0,0.617494,1,0
0.139783,0.15205,0,3.12643e-06,0,1
0.290403,0.33386,0,0.00233539,0,1
0.655031,0.515472,1,0.980976,1,1
0.263231,0.240644,0,0.00016438,0,1
0.293196,0.300302,0,0.00123489,0,1
0.769504,0.566927,1,0.994712,1,1
0.691113,0.595215,1,0.991672,1,1
0.265071,0.139025,0,2.4714e-05,0,1
0.805363,0.626039,1,0.996509,1,1
0.872872,0.64687,1,0.997515,1,1
0.522651,0.320835,1,0.386801,0,0
0.26281,0.281808,0,0.000380393,0,1
0.845457,0.674064,1,0.997411,1,1
0.464916,0.37587,0,0.296784,0,1
0.664517,0.594867,1,0.989493,1,1
0.580718,0.535358,1,0.960164,1,1
0.126086,0.163883,0,2.95538e-06,0,1
0.550554,0.545599,1,0.945589,1,1
0.092398,0.183123,0,2.30071e-06,0,1
0.186348,0.142306,0,5.77859e-06,0,1
0.424091,0.471075,0,0.433406,-1,0
0.170656,0.0993219,0,2.58456e-06,0,1
0.742354,0.681273,1,0.995912,1,1
0.179012,0.247256,0,2.69843e-05,0,1
0.327593,0.296375,0,0.00281856,0,1
0.435683,0.350962,0,0.121451,0,1
0.618706,0.758481,1,0.993242,1,1
0.312256,0.259734,0,0.00085832,0,1
0.184774,0.0995307,0,3.18702e-06,0,1
0.255607,0.0926053,0,9.52876e-06,0,1
0.519437,0.650847,1,0.96573,1,1
0.343772,0.29021,0,0.00380223,0,1
0.637988,0.537645,1,0.980334,1,1
0.417332,0.496331,0,0.489751,-1,0
0.774911,0.750179,1,0.997138,1,1
0.426995,0.379698,0,0.157617,0,1
0.704344,0.744014,1,0.9959,1,1
0.266667,0.264656,0,0.000293411,0,1
0.256206,0.279521,0,0.000306815,0,1
0.695878,0.364187,1,0.961886,1,1
0.279721,0.316162,0,0.00121491,0,1
0.532114,0.803623,1,0.988963,1,1
0.455075,0.658901,1,0.925671,1,1
0.528014,0.455813,0,0.824312,1,0
0.154699,0.0864207,0,1.79912e-06,0,1
0.50133,0.589051,1,0.927239,1,1
0.347296,0.370401,0,0.0214226,0,1
0.724313,0.511345,1,0.990208,1,1
0.630341,0.719156,1,0.992596,1,1
0.485151,0.633298,1,0.938373,1,1
0.0316268,0.104453,0,5.79373e-07,0,1
0.465293,0.489073,0,0.691584,1,0
0.436613,0.45984,0,0.457216,-1,0
0.33863,0.350962,0,0.0117047,0,1
0.351064,0.329336,0,0.0104182,0,1
0.153014,0.161248,0,4.32486e-06,0,1
0.419215,0.37229,0,0.119942,0,1
0.354588,0.386807,0,0.0350006,0,1
0.329809,0.370252,0,0.0137316,0,1
0.449557,0.418576,1,0.372701,0,0
0.523449,0.606103,1,0.953388,1,1
0.33156,0.248996,0,0.00113615,0,1
0.431582,0.442936,0,0.369772,0,1
0.480563,0.299656,0,0.139746,0,1
0.885971,0.607545,1,0.997418,1,1
0.648582,0.597651,1,0.988011,1,1
0.39539,0.287277,0,0.0140451,0,1
0.374446,0.281659,0,0.00718561,0,1
0.483178,0.522133,0,0.823696,1,0
0.464362,0.465358,0,0.615892,1,0
0.375598,0.230352,0,0.00247674,0,1
0.566955,0.824653,1,0.992582,1,1
0.447097,0.397993,0,0.288435,0,1
0.416379,0.380643,0,0.128745,0,1
0.25789,0.20102,0,6.5986e-05,0,1
0.649579,0.712743,1,0.993411,1,1
0.378214,0.495287,0,0.293162,0,1
0.514672,0.541771,1,0.907133,1,1
0.167176,0.127342,0,3.46422e-06,0,1
0.786857,0.955157,1,0.998116,1,1
0.351707,0.246063,0,0.00182687,0,1
0.331494,0.0764676,0,3.4151e-05,0,1
0.456627,0.298861,0,0.0810523,0,1
0.737566,0.865569,1,0.997458,1,1
0.615492,0.639512,1,0.987148,1,1
0.479145,0.398689,1,0.453086,-1,0
0.212168,0.258491,0,6.92057e-05,0,1
0.506605,0.686941,1,0.969531,1,1
0.0829787,0.163833,0,1.64032e-06,0,1
0.510306,0.618134,1,0.949898,1,1
0.321786,0.317752,0,0.00379831,0,1
0.463431,0.60486,1,0.892704,1,1
0.224047,0.212654,0,3.81878e-05,0,1
0.458488,0.623901,1,0.903284,1,1
0.538143,0.639065,1,0.970147,1,1
0.424557,0.215338,0,0.00676907,0,1
0.494925,0.415394,0,0.595519,-1,0
0.301684,0.271915,0,0.000843167,0,1
0.65,0.426928,1,0.959584,1,1
0.251773,0.255359,0,0.000167229,0,1
0.504433,0.717367,1,0.974931,1,1
0.40902,0.470628,0,0.355595,0,1
0.474136,0.366871,0,0.309649,0,1
0.368728,0.268087,0,0.00462883,0,1
0.509885,0.573838,1,0.925954,1,1
0.726729,0.739739,1,0.996315,1,1
0.604588,0.709362,1,0.990393,1,1
0.348116,0.213449,0,0.000821192,0,1
0.37039,0.339578,0,0.0210288,0,1
0.797074,0.625393,1,0.996351,1,1
0.930053,0.768226,1,0.998252,1,1
0.473648,0.588156,1,0.891737,1,1
0.438808,0.560315,1,0.770007,1,1
0.402061,0.274997,0,0.0130077,0,1
0.257137,0.279422,0,0.000313459,0,1
0.368152,0.163336,0,0.000475806,0,1
0.287899,0.345345,0,0.00278385,0,1
0.525931,0.513831,1,0.897181,1,1
0.368905,0.288072,0,0.00709423,0,1
0.873227,0.667949,1,0.997624,1,1
0.45789,0.300501,0,0.0858711,0,1
0.777194,0.532176,1,0.994194,1,1
0.683688,0.752118,1,0.995508,1,1
0.411591,0.426878,0,0.225819,0,1
0.779366,0.513035,1,0.993778,1,1
0.535638,0.613461,1,0.96246,1,1
0.773515,0.547836,1,0.99443,1,1
0.283444,0.347333,0,0.00258354,0,1
0.352704,0.438263,0,0.0824223,0,1
0.516113,0.531778,1,0.900088,1,1
0.403834,0.24999,0,0.00808901,0,1
0.614628,0.671827,1,0.989239,1,1
0.642487,0.707473,1,0.992882,1,1
0.895058,0.708816,1,0.997937,1,1
0.409153,0.452134,0,0.29342,0,1
0.477216,0.567126,1,0.874819,1,1
0.504477,0.513533,0,0.859232,1,0
0.635062,0.804667,1,0.995002,1,1
0.252615,0.367617,0,0.00177326,0,1
0.671742,0.705634,1,0.994201,1,1
0.281627,0.269578,0,0.000476395,0,1
0.2209,0.11802,0,7.42344e-06,0,1
0.424623,0.424591,0,0.273745,0,1
0.155319,0.0780684,0,1.66052e-06,0,1
0.545501,0.673965,1,0.97867,1,1
0.183555,0.13455,0,4.94753e-06,0,1
0.515115,0.572495,1,0.930306,1,1
0.521055,0.64692,1,0.965372,1,1
0.38012,0.167611,0,0.000716917,0,1
0.638985,0.653035,1,0.990404,1,1
0.20082,0.30249,0,0.000125539,0,1
0.400044,0.350117,0,0.0533465,0,1
0.534951,0.790647,1,0.988453,1,1
0.349091,0.274997,0,0.00317006,0,1
0.506649,0.336644,0,0.3629,0,1
0.435949,0.465706,0,0.475175,-1,0
0.387877,0.386957,0,0.0767093,0,1
0.440802,0.569065,0,0.793682,1,0
0.640426,0.684952,1,0.991947,1,1
0.776906,0.710058,1,0.996854,1,1
0.190913,0.107212,0,3.86254e-06,0,1
0.227017,0.0506751,0,3.28323e-06,0,1
0.437434,0.313626,0,0.0671802,0,1
0.612722,0.792934,1,0.993919,1,1
0.657801,0.544157,1,0.984775,1,1
0.700598,0.762111,1,0.996056,1,1
0.571831,0.728752,1,0.988402,1,1
0.514384,0.366523,1,0.51867,-1,0
0.631117,0.545102,1,0.979856,1,1
0.66957,0.779312,1,0.995562,1,1
0.420191,0.367965,0,0.114337,0,1
0.44262,0.56648,1,0.793964,1,1
0.508932,0.590095,1,0.935075,1,1
0.656516,0.452432,1,0.969968,1,1
0.378901,0.334407,0,0.0235766,0,1
0.71445,0.680179,1,0.995158,1,1
0.624823,0.820924,1,0.994982,1,1
0.563564,0.569413,1,0.962454,1,1
0.661547,0.351907,1,0.931111,1,1
0.249003,0.262021,0,0.000178872,0,1
0.522695,0.611472,1,0.954974,1,1
0.525687,0.741031,1,0.983038,1,1
0.390669,0.475699,0,0.28625,0,1
0.29559,0.0864306,0,1.8892e-05,0,1
0.757602,0.380891,1,0.984047,1,1
0.266489,0.332916,0,0.00122632,0,1
0.617509,0.828929,1,0.994899,1,1
0.402926,0.514229,1,0.479945,-1,0
0.229477,0.24482,0,7.94142e-05,0,1
0.135949,0.0935996,0,1.5306e-06,0,1
0.396321,0.572396,1,0.639985,1,1
0.682934,0.460287,1,0.979351,1,1
0.33555,0.353548,0,0.01139,0,1
0.443506,0.252128,0,0.0241841,0,1
0.459486,0.351012,0,0.196543,0,1
0.347895,0.296971,0,0.00489497,0,1
0.559929,0.65214,1,0.978887,1,1
0.504566,0.71861,1,0.975188,1,1
0.40543,0.343704,0,0.0540086,0,1
0.905053,0.675357,1,0.997879,1,1
0.861259,0.596806,1,0.997075,1,1
0.468816,0.480621,1,0.68226,1,1
0.444991,0.375075,0,0.208596,0,1
0.737766,0.844838,1,0.997342,1,1
0.547185,0.494044,1,0.908658,1,1
0.382957,0.35847,0,0.0412131,0,1
0.438874,0.212654,0,0.00942602,0,1
0.852859,0.747793,1,0.997819,1,1
0.712832,0.581196,1,0.99251,1,1
0.586857,0.821421,1,0.993518,1,1
0.256272,0.111701,0,1.30384e-05,0,1
0.284397,0.311985,0,0.00125662,0,1
0.280408,0.263811,0,0.000408957,0,1
0.862079,0.669938,1,0.997541,1,1
0.336104,0.342213,0,0.00918261,0,1
0.123648,0.0827765,0,1.19121e-06,0,1
0.515359,0.564939,1,0.925662,1,1
0.751396,0.626835,1,0.995299,1,1
0.505519,0.426033,0,0.678233,1,0
0.320833,0.283498,0,0.00179011,0,1
0.553923,0.757537,1,0.988349,1,1
0.51066,0.374031,0,0.527173,-1,0
0.686525,0.965696,1,0.997523,1,1
0.114096,0.0792368,0,1.03822e-06,0,1
0.605873,0.55599,1,0.975151,1,1
0.394969,0.427177,0,0.166841,0,1
0.125465,0.135048,0,2.08445e-06,0,1
0.859464,0.651543,1,0.997417,1,1
0.445368,0.334954,0,0.115691,0,1
0.300687,0.334009,0,0.00306781,0,1
0.431383,0.551068,1,0.723308,1,1
0.0794548,0.0872559,0,7.81391e-07,0,1
0.604122,0.530237,1,0.969102,1,1
0.532048,0.451935,1,0.827901,1,1
0.262278,0.304628,0,0.000605682,0,1
0.641445,0.851748,1,0.995919,1,1
0.594947,0.632452,1,0.983491,1,1
0.535594,0.552112,1,0.936994,1,1
0.633378,0.52094,1,0.97663,1,1
0.637744,0.513185,1,0.976473,1,1
0.479499,0.283797,1,0.105403,0,0
0.203746,0.090741,0,3.81421e-06,0,1
0.341024,0.303981,0,0.00472833,0,1
0.557181,0.406097,0,0.811799,1,0
0.802438,0.533817,1,0.995128,1,1
0.511015,0.45447,0,0.772355,1,0
0.641755,0.700811,1,0.992616,1,1
0.291733,0.29026,0,0.000959984,0,1
0.653214,0.762658,1,0.994778,1,1
0.967686,0.806556,1,0.998429,1,1
0.475576,0.625542,1,0.924866,1,1
0.345146,0.320785,0,0.00748691,0,1
0.441777,0.465955,0,0.506161,-1,0
0.1793,0.248847,0,2.79281e-05,0,1
0.635018,0.692061,1,0.991875,1,1
0.347961,0.239053,0,0.00142051,0,1
0.433954,0.331325,0,0.0844885,0,1
0.603435,0.64334,1,0.985864,1,1
0.494725,0.540031,1,0.87426,1,1
0.521853,0.472965,1,0.837694,1,1
0.524801,0.414897,0,0.725074,1,0
0.357491,0.357575,0,0.0215762,0,1
0.693019,0.690918,1,0.994669,1,1
0.181782,0.197789,0,1.23387e-05,0,1
0.658444,0.593227,1,0.988787,1,1
0.424158,0.551963,1,0.698121,1,1
0.681937,0.756891,1,0.995537,1,1
0.543551,0.386459,1,0.721339,1,1
0.416401,0.433292,0,0.265211,0,1
0.454699,0.432248,0,0.449859,-1,0
0.614029,0.873623,1,0.995566,1,1
0.452172,0.41266,0,0.364471,0,1
0.734796,0.584079,1,0.993744,1,1
0.440359,0.56126,0,0.776837,1,0
0.704056,0.825846,1,0.99679,1,1
0.627903,0.835044,1,0.995326,1,1
0.496986,0.680776,1,0.964105,1,1
0.54949,0.433739,0,0.840396,1,0
0.711237,0.609633,1,0.993368,1,1
0.516844,0.634342,1,0.959691,1,1
0.761591,0.477439,1,0.991479,1,1
0.145213,0.142256,0,3.00086e-06,0,1
0.518218,0.399634,0,0.653301,1,0
0.481095,0.427525,0,0.569155,-1,0
0.861392,0.689576,1,0.997632,1,1
0.429344,0.374329,0,0.152592,0,1
0.557757,0.564988,1,0.958058,1,1
0.510616,0.557879,1,0.915262,1,1
0.517797,0.354095,1,0.489605,-1,0
0.170612,0.12936,0,3.74932e-06,0,1
0.326108,0.246659,0,0.000935098,0,1
0.482026,0.729994,1,0.970266,1,1
0.868706,0.718162,1,0.997808,1,1
0.782558,0.644384,1,0.996293,1,1
0.79785,0.507418,1,0.994406,1,1
0.387877,0.349073,0,0.0390142,0,1
0.514605,0.411019,1,0.672453,1,1
0.250022,0.30587,0,0.00045426,0,1
0.524911,0.750278,1,0.983865,1,1
0.555075,0.644036,1,0.976398,1,1
0.495346,0.580052,1,0.914208,1,1
0.397185,0.292646,0,0.01642,0,1
0.510372,0.76927,1,0.983358,1,1
0.305208,0.352355,0,0.00506161,0,1
0.725931,0.924283,1,0.99765,1,1
0.683732,0.532524,1,0.987369,1,1
0.435527,0.478881,1,0.520423,-1,0
0.469326,0.531579,1,0.80366,1,1
0.503768,0.546345,1,0.896007,1,1
0.697739,0.658802,1,0.99411,1,1
0.297318,0.141113,0,5.23024e-05,0,1
0.584907,0.675108,1,0.986004,1,1
0.47992,0.580649,1,0.89385,1,1
0.762345,0.954908,1,0.997997,1,1
0.273936,0.351609,0,0.00220539,0,1
0.477238,0.589349,1,0.898244,1,1
0.354654,0.388299,0,0.036038,0,1
0.395612,0.379698,0,0.0807681,0,1
0.376795,0.321779,0,0.0174096,0,1
0.884242,0.765243,1,0.998055,1,1
0.335395,0.313924,0,0.00502011,0,1
0.425643,0.268683,0,0.0212152,0,1
0.408289,0.391381,0,0.128406,0,1
0.255341,0.191723,0,5.21283e-05,0,1
0.484441,0.399535,0,0.484354,-1,0
0.536813,0.678091,1,0.977153,1,1
0.38258,0.330529,0,0.0239888,0,1
0.229477,0.273704,0,0.000140633,0,1
0.894371,0.604413,1,0.99748,1,1
0.587677,0.65557,1,0.984643,1,1
0.354876,0.401573,0,0.0461343,0,1
0.410572,0.454073,0,0.30637,0,1
0.322074,0.300899,0,0.00268027,0,1
0.153701,0.170942,0,4.99226e-06,0,1
0.900332,0.653134,1,0.997761,1,1
0.398338,0.420912,0,0.162925,0,1
0.587544,0.724327,1,0.989696,1,1
0.594038,0.796564,1,0.993144,1,1
0.709796,0.67824,1,0.994977,1,1
0.513497,0.403959,0,0.645585,1,0
0.232292,0.130146,0,1.10237e-05,0,1
0.420124,0.344549,0,0.0773313,0,1
0.222296,0.244869,0,6.72752e-05,0,1
0.591888,0.849809,1,0.994435,1,1
0.43504,0.330082,0,0.0847787,0,1
0.502504,0.567275,1,0.91283,1,1
0.678989,0.459193,1,0.978223,1,1
0.671786,0.536153,1,0.986102,1,1
0.931383,0.833801,1,0.998376,1,1
0.627194,0.814412,1,0.994935,1,1
0.606449,0.231048,1,0.488656,-1,0
0.355652,0.222895,0,0.0012313,0,1
0.167154,0.0287555,0,1.18017e-06,0,1
0.657646,0.794774,1,0.995489,1,1
0.332513,0.411019,0,0.0321044,0,1
0.663409,0.511643,1,0.982175,1,1
0.438542,0.330927,0,0.0930997,0,1
0.904433,0.776827,1,0.998175,1,1
0.430075,0.536402,1,0.679545,1,1
0.49836,0.395905,0,0.543806,-1,0
0.274446,0.248151,0,0.000253512,0,1
0.738143,0.480571,1,0.98971,1,1
0.238652,0.213101,0,5.34008e-05,0,1
0.51516,0.599193,1,0.944859,1,1
0.503435,0.267589,0,0.136464,0,1
0.422739,0.38278,0,0.151493,0,1
0.397673,0.383626,0,0.0903099,0,1
0.299202,0.336048,0,0.00307959,0,1
0.378635,0.35136,0,0.0324538,0,1
0.622695,0.876755,1,0.995826,1,1
0.889473,0.641898,1,0.99763,1,1
